01008016	
01014023	
01014024	
01025015	
01029024	
01029029	
02001005	
02037002	
02038015	
02039016	
02039017	
02039018	
03004002	
03007023	
03014002	
03014055	
03014056	
03014057	
04007005	
04016037	
04027016	
04027017	
04028010	
04031002	
04032011	
04032012	
04034015	
05014014	
05017019	
05017020	
05029011	
05029012	
05029013	
05034011	
05034012	
07003002	
09013002	
11007044	
11008042	
11008060	
11010017	
11011016	
11015002	
12012001	ယေဟုနန်းစံ ခုနစ်နှစ်တွင် ယောရှသည် အသက်ခုနစ်နှစ်ရှိသော်၊ နန်းထိုင်၍ ယေရုရှလင်မြို့၌ အနှစ်လေးဆယ်စိုးစံ၏။ မယ်တော်ကား၊ ဗေရရှေဘမြို့သူ ဇိဗိအမည်ရှိ၏။
13005015	
13006034	
13006035	
13006036	
13006037	
13006038	
13006040	
13006041	
13006042	
13006043	
13006045	
13006046	
13006047	
13016016	
13016017	
13016018	
13016019	
13016040	
13024022	
13026007	
14003002	
14006005	
14006006	
15007002	
15007003	
15007004	
15007005	
15010033	
15010036	
15010038	
15010040	
15010043	
17009008	
17009009	
17009010	
18015018	
18015019	
18019002	
18023002	
18035002	
19017009	
19078023	
19078024	
19078025	
19102021	
19102022	
19102023	လမ်းခရီး၌ ငါ၏အစွမ်းကို လျော့စေခြင်းငှါ၎င်း၊ ငါ၏နေ့ရက်ကာလကို တိုစေခြင်းငှါ၎င်း ပြုတော်မူသော အခါ၊
19107003	
19132003	
19132004	
19132005	
19136019	
19136020	
19149007	
19149008	
19149009	
20005002	
20022021	
20022027	
23038003	
24011003	
24011004	
24011005	
24027020	
24027021	
24029031	
24029032	
24045003	
24045004	
24051032	
26016057	
30008005	
30008006	
42001069	
42001070	
42001071	
42001072	
42001073	
42001074	
42001075	
42002005	
42002031	
42002032	
47004018	
47010016	
49006003	
