Grapheme	GraphFrequency	WordFrequency	Difference
!	526	526	0
(	204	204	0
)	204	204	0
*	251	251	0
:	287	287	0
;	97	97	0
?	1034	1034	0
§	2	2	0
—	26	26	0
‘	522	522	0
’	517	517	0
“	2962	2962	0
”	2768	2768	0
†	23	23	0
‡	9	9	0
.	12469	12466	3
,	17267	17255	12
9	25	1	24
6	29	4	25
7	30	1	29
U	215	180	35
1	87	1	86
O	251	60	191
E	910	11	899
I	3531	390	3141
u	53825	991	52834
o	61305	2151	59154
l	75349	1	75348
e	82407	114	82293
n	89665	1	89664
i	111765	16647	95118
a	239664	2	239662
