Grapheme	GraphFrequency	WordFrequency	Difference
!	247	247	0
(	52	52	0
)	52	52	0
,	16698	16698	0
.	6475	6475	0
:	377	377	0
;	2134	2134	0
?	998	998	0
[	20	20	0
]	20	20	0
–	3	3	0
—	18	18	0
‘	337	337	0
’	337	337	0
“	1961	1961	0
”	1805	1805	0
