Grapheme	GraphFrequency	WordFrequency	Difference
!	2022	2022	0
(	7	7	0
)	7	7	0
,	2960	2960	0
:	3719	3719	0
—	8335	8335	0
‘	49	49	0
’	49	49	0
“	1090	1090	0
”	1090	1090	0
.	32031	32014	17
O	2102	1956	146
e	58133	2	58131
a	258188	1	258187
