Grapheme	GraphFrequency	WordFrequency	Difference
!	1265	1265	0
(	161	161	0
)	161	161	0
:	498	498	0
;	1335	1335	0
[	8	8	0
]	8	8	0
—	226	226	0
‘	434	434	0
“	2719	2719	0
”	2509	2509	0
?	938	937	1
.	11225	11223	2
-	39	26	13
5	40	1	39
,	13312	13242	70
R	581	2	579
’	1482	429	1053
N	1113	1	1112
A	3510	14	3496
O	8289	31	8258
e	54431	19	54412
u	65780	12	65768
o	116550	443	116107
i	141674	562	141112
a	212374	3167	209207
