Grapheme	GraphFrequency	WordFrequency	Difference
!	483	483	0
(	173	173	0
)	173	173	0
.	12387	12387	0
:	334	334	0
;	643	643	0
?	929	929	0
[	15	15	0
]	15	15	0
‘	641	641	0
’	623	623	0
“	2016	2016	0
”	1792	1792	0
,	15611	15599	12
2	30	1	29
O	867	131	736
E	1039	64	975
A	3461	7	3454
l	43580	1	43579
o	72947	2	72945
a	92423	5	92418
r	95685	3	95682
e	119297	1315	117982
