Grapheme	Frequency	Codepoint	UnicodeName
 	185897	U+0020	SPACE
-	1858	U+002D	HYPHEN-MINUS
,	8466	U+002C	COMMA
;	703	U+003B	SEMICOLON
:	64	U+003A	COLON
!	152	U+0021	EXCLAMATION MARK
?	1002	U+003F	QUESTION MARK
।	10550	U+0964	DEVANAGARI DANDA
‘	345	U+2018	LEFT SINGLE QUOTATION MARK
’	539	U+2019	RIGHT SINGLE QUOTATION MARK
“	2089	U+201C	LEFT DOUBLE QUOTATION MARK
”	1768	U+201D	RIGHT DOUBLE QUOTATION MARK
(	9	U+0028	LEFT PARENTHESIS
)	9	U+0029	RIGHT PARENTHESIS
অ	3320	U+0985	BENGALI LETTER A
অং	64	U+0985, U+0982	BENGALI LETTER A, BENGALI SIGN ANUSVARA
আ	12645	U+0986	BENGALI LETTER AA
আঁ	8	U+0986, U+0981	BENGALI LETTER AA, BENGALI SIGN CANDRABINDU
আং	75	U+0986, U+0982	BENGALI LETTER AA, BENGALI SIGN ANUSVARA
আঃ	2	U+0986, U+0983	BENGALI LETTER AA, BENGALI SIGN VISARGA
ই	10512	U+0987	BENGALI LETTER I
ঈ	2109	U+0988	BENGALI LETTER II
উ	2935	U+0989	BENGALI LETTER U
উঁ	34	U+0989, U+0981	BENGALI LETTER U, BENGALI SIGN CANDRABINDU
ঊ	5	U+098A	BENGALI LETTER UU
ঋ	21	U+098B	BENGALI LETTER VOCALIC R
এ	7796	U+098F	BENGALI LETTER E
এঁ	20	U+098F, U+0981	BENGALI LETTER E, BENGALI SIGN CANDRABINDU
ঐ	104	U+0990	BENGALI LETTER AI
ও	4966	U+0993	BENGALI LETTER O
ও্	1	U+0993, U+09CD	BENGALI LETTER O, BENGALI SIGN VIRAMA
ক	15710	U+0995	BENGALI LETTER KA
কা	5327	U+0995, U+09BE	BENGALI LETTER KA, BENGALI VOWEL SIGN AA
কাঁ	75	U+0995, U+09BE, U+0981	BENGALI LETTER KA, BENGALI VOWEL SIGN AA, BENGALI SIGN CANDRABINDU
কি	2896	U+0995, U+09BF	BENGALI LETTER KA, BENGALI VOWEL SIGN I
কিং	3	U+0995, U+09BF, U+0982	BENGALI LETTER KA, BENGALI VOWEL SIGN I, BENGALI SIGN ANUSVARA
কী	87	U+0995, U+09C0	BENGALI LETTER KA, BENGALI VOWEL SIGN II
