Grapheme	Frequency	Codepoint	UnicodeName
 	188738	U+0020	SPACE
-	163	U+002D	HYPHEN-MINUS
—	2	U+2014	EM DASH
,	11136	U+002C	COMMA
;	90	U+003B	SEMICOLON
:	2250	U+003A	COLON
!	701	U+0021	EXCLAMATION MARK
?	1000	U+003F	QUESTION MARK
.	8685	U+002E	FULL STOP
‘	47	U+2018	LEFT SINGLE QUOTATION MARK
’	1374	U+2019	RIGHT SINGLE QUOTATION MARK
›	1	U+203A	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
“	263	U+201C	LEFT DOUBLE QUOTATION MARK
”	263	U+201D	RIGHT DOUBLE QUOTATION MARK
«	1714	U+00AB	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
»	1715	U+00BB	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
a	43976	U+0061	LATIN SMALL LETTER A
A	2461	U+0041	LATIN CAPITAL LETTER A
à	1	U+00E0	LATIN SMALL LETTER A WITH GRAVE
b	8159	U+0062	LATIN SMALL LETTER B
B	519	U+0042	LATIN CAPITAL LETTER B
c	821	U+0063	LATIN SMALL LETTER C
C	65	U+0043	LATIN CAPITAL LETTER C
ç	1471	U+00E7	LATIN SMALL LETTER C WITH CEDILLA
Ç	154	U+00C7	LATIN CAPITAL LETTER C WITH CEDILLA
d	26324	U+0064	LATIN SMALL LETTER D
D	686	U+0044	LATIN CAPITAL LETTER D
e	63311	U+0065	LATIN SMALL LETTER E
E	466	U+0045	LATIN CAPITAL LETTER E
è	9	U+00E8	LATIN SMALL LETTER E WITH GRAVE
ë	75160	U+00EB	LATIN SMALL LETTER E WITH DIAERESIS
Ë	41	U+00CB	LATIN CAPITAL LETTER E WITH DIAERESIS
f	4484	U+0066	LATIN SMALL LETTER F
F	205	U+0046	LATIN CAPITAL LETTER F
g	10082	U+0067	LATIN SMALL LETTER G
G	384	U+0047	LATIN CAPITAL LETTER G
h	34620	U+0068	LATIN SMALL LETTER H
H	154	U+0048	LATIN CAPITAL LETTER H
i	54460	U+0069	LATIN SMALL LETTER I
I	261	U+0049	LATIN CAPITAL LETTER I
j	28529	U+006A	LATIN SMALL LETTER J
J	2294	U+004A	LATIN CAPITAL LETTER J
k	18082	U+006B	LATIN SMALL LETTER K
K	2142	U+004B	LATIN CAPITAL LETTER K
l	13306	U+006C	LATIN SMALL LETTER L
L	260	U+004C	LATIN CAPITAL LETTER L
m	20783	U+006D	LATIN SMALL LETTER M
M	1173	U+004D	LATIN CAPITAL LETTER M
n	43997	U+006E	LATIN SMALL LETTER N
N	1247	U+004E	LATIN CAPITAL LETTER N
o	22890	U+006F	LATIN SMALL LETTER O
O	70	U+004F	LATIN CAPITAL LETTER O
p	17756	U+0070	LATIN SMALL LETTER P
P	3943	U+0050	LATIN CAPITAL LETTER P
q	7609	U+0071	LATIN SMALL LETTER Q
Q	91	U+0051	LATIN CAPITAL LETTER Q
r	47720	U+0072	LATIN SMALL LETTER R
R	92	U+0052	LATIN CAPITAL LETTER R
s	33478	U+0073	LATIN SMALL LETTER S
S	1463	U+0053	LATIN CAPITAL LETTER S
t	59900	U+0074	LATIN SMALL LETTER T
T	572	U+0054	LATIN CAPITAL LETTER T
u	29279	U+0075	LATIN SMALL LETTER U
U	369	U+0055	LATIN CAPITAL LETTER U
v	7378	U+0076	LATIN SMALL LETTER V
V	127	U+0056	LATIN CAPITAL LETTER V
x	206	U+0078	LATIN SMALL LETTER X
y	4028	U+0079	LATIN SMALL LETTER Y
Y	6	U+0059	LATIN CAPITAL LETTER Y
z	4602	U+007A	LATIN SMALL LETTER Z
Z	760	U+005A	LATIN CAPITAL LETTER Z
ʼ	8	U+02BC	MODIFIER LETTER APOSTROPHE
