Grapheme	GraphFrequency	WordFrequency	Difference
!	1241	1241	0
(	105	105	0
)	105	105	0
;	1500	1500	0
?	916	916	0
V	1	1	0
[	17	17	0
]	19	19	0
’	398	398	0
‘	401	400	1
”	2101	2100	1
.	8986	8984	2
Q	3	1	2
W	6	3	3
:	455	450	5
“	2357	2348	9
,	12645	12632	13
F	30	4	26
O	40	10	30
L	91	5	86
R	788	1	787
B	873	2	871
M	1111	1	1110
D	1424	4	1420
I	1855	1	1854
P	2056	1	2055
y	17986	1	17985
d	48214	1	48213
