Grapheme	GraphFrequency	WordFrequency	Difference
!	1007	1007	0
,	10448	10448	0
.	8346	8346	0
:	2425	2425	0
;	349	349	0
?	918	918	0
«	1647	1647	0
»	1650	1650	0
—	43	43	0
e	56741	1	56740
