Grapheme	GraphFrequency	WordFrequency	Difference
!	495	495	0
(	10	10	0
)	10	10	0
,	12614	12614	0
.	10206	10206	0
:	2434	2434	0
;	330	330	0
?	934	934	0
[	15	15	0
]	15	15	0
—	6	6	0
‘	384	384	0
’	376	376	0
“	2112	2112	0
”	1975	1975	0
U	112	2	110
E	702	1	701
u	57719	427	57292
i	61763	87	61676
e	66222	2152	64070
o	83776	1	83775
a	127648	2212	125436
