Grapheme	GraphFrequency	WordFrequency	Difference
!	236	236	0
(	35	35	0
)	35	35	0
,	8129	8129	0
:	2471	2471	0
;	55	55	0
?	755	755	0
[	23	23	0
]	24	24	0
‘	387	387	0
’	387	387	0
“	1945	1945	0
”	1946	1946	0
.	10692	10691	1
O	443	409	34
o	51543	5	51538
