Grapheme	GraphFrequency	WordFrequency	Difference
!	397	397	0
(	56	56	0
)	57	57	0
.	7324	7324	0
:	2277	2277	0
;	1159	1159	0
?	976	976	0
[	25	25	0
]	26	26	0
¡	392	392	0
¿	973	973	0
–	1	1	0
—	933	933	0
‘	296	296	0
“	1068	1068	0
”	808	808	0
’	322	321	1
,	11957	11955	2
3	5	1	4
5	7	2	5
2	7	1	6
O	40	11	29
I	1016	57	959
A	1565	1	1564
o	11834	245	11589
u	53335	32	53303
i	100672	97	100575
a	146887	10	146877
