Grapheme	GraphFrequency	WordFrequency	Difference
!	4741	4741	0
'	2	2	0
,	49151	49151	0
.	38061	38061	0
:	7640	7640	0
;	3042	3042	0
?	2783	2783	0
«	5547	5547	0
»	5543	5543	0
—	11711	11711	0
‘	16	16	0
Å	140	115	25
7	109	1	108
2	202	1	201
’	741	16	725
I	3200	688	2512
-	3290	55	3235
å	53140	3118	50022
m	85748	1	85747
i	156538	14724	141814
a	238396	1	238395
