Grapheme	GraphFrequency	WordFrequency	Difference
!	669	669	0
(	8	8	0
)	8	8	0
,	11405	11405	0
.	8535	8535	0
:	2299	2299	0
;	920	920	0
?	968	968	0
[	3	3	0
]	3	3	0
–	4	4	0
—	120	120	0
‘	369	369	0
’	367	367	0
“	2179	2179	0
”	1938	1938	0
O	451	426	25
A	874	448	426
E	825	195	630
o	87379	4021	83358
e	116810	3275	113535
a	134773	12716	122057
