Grapheme	GraphFrequency	WordFrequency	Difference
‌	3	238	-235
!	340	340	0
'	556	556	0
(	74	74	0
)	74	74	0
.	7921	7921	0
:	2131	2131	0
[	16	16	0
]	16	16	0
«	2183	2183	0
»	1956	1956	0
،	7225	7225	0
؛	150	150	0
؟	983	983	0
‎	1	1	0
-	83	82	1
‏	6	1	5
و	41222	9255	31967
