Grapheme	GraphFrequency	WordFrequency	Difference
!	487	487	0
(	24	24	0
)	24	24	0
,	11861	11861	0
.	9060	9060	0
:	2318	2318	0
;	1250	1250	0
?	865	865	0
¡	487	487	0
¿	865	865	0
–	22	22	0
—	2907	2907	0
‘	319	319	0
’	316	316	0
“	862	862	0
”	719	719	0
