Grapheme	GraphFrequency	WordFrequency	Difference
!	88	88	0
(	145	145	0
)	139	139	0
,	15692	15692	0
:	794	794	0
;	1850	1850	0
[	11	11	0
]	10	10	0
—	7	7	0
?	981	980	1
.	6716	6709	7
â	22296	1	22295
á	30246	15	30231
k	39639	1	39638
t	44495	1	44494
o	47874	3	47871
e	104855	6	104849
