Grapheme	GraphFrequency	WordFrequency	Difference
!	5296	5296	0
(	75	75	0
)	75	75	0
,	61923	61923	0
.	32929	32929	0
:	7803	7803	0
;	2331	2331	0
?	3105	3105	0
[	109	109	0
]	109	109	0
—	5605	5605	0
‘	1462	1462	0
’	1462	1462	0
“	5591	5591	0
„	5591	5591	0
…	4	4	0
‹	88	88	0
›	88	88	0
O	1803	1452	351
Į	994	75	919
į	19684	5401	14283
o	143930	2426	141504
