Grapheme	GraphFrequency	WordFrequency	Difference
!	30	30	0
(	841	841	0
)	841	841	0
*	700	700	0
.	15161	15161	0
?	491	491	0
8	12	7	5
9	8	3	5
7	88	80	8
6	25	14	11
3	127	113	14
5	59	38	21
4	81	35	46
O	58	11	47
,	2501	2450	51
2	303	224	79
1	170	28	142
E	2323	1634	689
A	1755	205	1550
o	78070	8	78062
e	94985	10459	84526
i	172797	37	172760
a	184387	1250	183137
