Grapheme	GraphFrequency	WordFrequency	Difference
!	551	551	0
(	16	16	0
)	16	16	0
,	8832	8832	0
.	10957	10957	0
5	1	1	0
:	370	370	0
;	169	169	0
?	838	838	0
Ý	9	9	0
Ở	36	36	0
‘	395	395	0
’	395	395	0
“	1875	1875	0
”	1873	1873	0
4	2	1	1
0	7	3	4
Ơ	5	1	4
3	10	4	6
2	12	2	10
ỷ	21	4	17
Y	41	1	40
—	150	19	131
ý	320	183	137
Á	177	13	164
Ê	169	2	167
ổ	763	25	738
ở	1705	702	1003
ủ	2683	2	2681
e	4040	10	4030
ó	5266	1	5265
ô	9676	6	9670
y	10565	21	10544
à	16213	36	16177
