Grapheme	GraphFrequency	WordFrequency	Difference
!	155	155	0
(	202	202	0
)	200	200	0
,	20661	20661	0
.	6934	6934	0
3	1	1	0
:	192	192	0
;	3599	3599	0
?	1029	1029	0
‘	472	472	0
’	471	471	0
“	2137	2137	0
”	1866	1866	0
E	325	1	324
-	395	69	326
A	1199	360	839
I	1521	159	1362
b	3901	2	3899
â	9876	26	9850
s	10411	1	10410
e	29363	501	28862
u	39450	1800	37650
i	71189	1228	69961
a	138432	24136	114296
