Grapheme	GraphFrequency	WordFrequency	Difference
!	597	597	0
(	9	9	0
)	9	9	0
,	13398	13398	0
:	2145	2145	0
?	952	952	0
A	13	13	0
«	2204	2204	0
»	2537	2537	0
—	787	787	0
‘	431	431	0
‚	447	447	0
…	5	5	0
;	173	162	11
.	7806	7789	17
a	33	3	30
У	334	118	216
А	2051	1045	1006
К	1049	1	1048
С	1220	13	1207
О	1312	22	1290
И	2302	517	1785
к	16361	160	16201
у	26421	2992	23429
с	31969	481	31488
и	56210	6225	49985
о	60820	320	60500
а	67967	1057	66910
