Grapheme	GraphFrequency	WordFrequency	Difference
!	1279	1279	0
(	100	100	0
)	100	100	0
.	11273	11273	0
:	277	277	0
;	408	408	0
?	890	890	0
[	21	21	0
]	22	22	0
‘	413	413	0
’	416	416	0
“	2035	2035	0
”	2035	2035	0
,	11691	11685	6
-	5295	66	5229
