Grapheme	GraphFrequency	WordFrequency	Difference
!	120	120	0
(	11	11	0
)	11	11	0
/	8	8	0
:	2301	2301	0
;	974	974	0
«	1702	1702	0
­	2	2	0
»	1705	1705	0
—	148	148	0
‘	10	10	0
“	343	343	0
”	344	344	0
.	7503	7502	1
[	9072	9071	1
]	9072	9071	1
·	572	567	5
-	20	11	9
Ω	37	10	27
,	12950	12884	66
Ή	118	41	77
Η	201	80	121
Ο	575	272	303
Ε	1194	1	1193
Α	1870	1	1869
ή	7974	255	7719
ω	9219	6	9213
η	19008	1103	17905
σ	32336	1	32335
ο	64042	3121	60921
