Grapheme	GraphFrequency	WordFrequency	Difference
!	1186	1186	0
(	1	1	0
)	1	1	0
,	69924	69924	0
.	26654	26654	0
:	8831	8831	0
;	9989	9989	0
?	3005	3005	0
…	1	1	0
—	311	310	1
-	82	27	55
O	1029	171	858
I	8213	1	8212
E	13425	1	13424
u	26814	1	26813
w	62481	2	62479
k	69776	1	69775
f	77780	55	77725
j	77820	2	77818
h	107548	3	107545
l	110020	1	110019
o	137187	521	136666
d	153870	1	153869
r	186136	2	186134
t	203374	4	203370
i	249831	1	249830
n	334597	2	334595
e	532765	5	532760
