Grapheme	GraphFrequency	WordFrequency	Difference
!	756	756	0
(	76	76	0
)	76	76	0
,	14921	14921	0
.	6145	6145	0
:	2859	2859	0
;	3493	3493	0
?	1034	1034	0
—	87	87	0
A	800	24	776
o	38052	10	38042
i	93277	3	93274
a	123503	3	123500
