Grapheme	GraphFrequency	WordFrequency	Difference
!	430	430	0
(	37	37	0
)	37	37	0
,	13718	13718	0
;	1073	1073	0
?	818	818	0
[	31	31	0
¡	430	430	0
¿	818	818	0
—	1257	1257	0
‘	306	306	0
’	314	314	0
“	823	823	0
”	510	510	0
]	31	30	1
.	8721	8719	2
:	2252	2249	3
Z	54	4	50
O	165	16	149
Y	1416	1253	163
A	634	4	630
o	40952	251	40701
a	116669	1	116668
y	124321	7223	117098
