Grapheme	GraphFrequency	WordFrequency	Difference
!	103	103	0
(	166	166	0
)	166	166	0
.	13966	13966	0
:	2158	2158	0
;	1456	1456	0
?	887	887	0
[	7	7	0
]	7	7	0
¡	103	103	0
¿	887	887	0
—	2529	2529	0
‘	379	379	0
’	380	380	0
“	817	817	0
”	573	573	0
,	12246	12205	41
O	349	2	347
o	66346	1369	64977
u	68139	15	68124
