Grapheme	GraphFrequency	WordFrequency	Difference
!	37	37	0
'	3	3	0
(	112	112	0
)	112	112	0
,	16738	16738	0
.	7191	7191	0
:	4863	4863	0
;	299	299	0
?	1004	1004	0
’	138	26	112
2	5423	1	5422
s	35936	1	35935
‘	43092	1083	42009
