Grapheme	Frequency	Codepoint	UnicodeName
 	1441143	U+0020	SPACE
-	3	U+002D	HYPHEN-MINUS
,	118948	U+002C	COMMA
:	305	U+003A	COLON
!	359	U+0021	EXCLAMATION MARK
?	2926	U+003F	QUESTION MARK
.	68344	U+002E	FULL STOP
‘	1852	U+2018	LEFT SINGLE QUOTATION MARK
’	1828	U+2019	RIGHT SINGLE QUOTATION MARK
“	8976	U+201C	LEFT DOUBLE QUOTATION MARK
”	8794	U+201D	RIGHT DOUBLE QUOTATION MARK
(	37	U+0028	LEFT PARENTHESIS
)	39	U+0029	RIGHT PARENTHESIS
[	17	U+005B	LEFT SQUARE BRACKET
]	17	U+005D	RIGHT SQUARE BRACKET
0	2302	U+0030	DIGIT ZERO
1	734	U+0031	DIGIT ONE
2	688	U+0032	DIGIT TWO
3	393	U+0033	DIGIT THREE
4	372	U+0034	DIGIT FOUR
5	366	U+0035	DIGIT FIVE
6	260	U+0036	DIGIT SIX
7	353	U+0037	DIGIT SEVEN
8	175	U+0038	DIGIT EIGHT
9	113	U+0039	DIGIT NINE
a	963151	U+0061	LATIN SMALL LETTER A
A	11207	U+0041	LATIN CAPITAL LETTER A
ą	16297	U+0105	LATIN SMALL LETTER A WITH OGONEK
ą	1148	U+0061, U+0328	LATIN SMALL LETTER A, COMBINING OGONEK
Ą	22	U+0104	LATIN CAPITAL LETTER A WITH OGONEK
b	267743	U+0062	LATIN SMALL LETTER B
B	12442	U+0042	LATIN CAPITAL LETTER B
d	286056	U+0064	LATIN SMALL LETTER D
D	6953	U+0044	LATIN CAPITAL LETTER D
e	513587	U+0065	LATIN SMALL LETTER E
E	6577	U+0045	LATIN CAPITAL LETTER E
ę	20467	U+0119	LATIN SMALL LETTER E WITH OGONEK
ę	1466	U+0065, U+0328	LATIN SMALL LETTER E, COMBINING OGONEK
f	4055	U+0066	LATIN SMALL LETTER F
F	703	U+0046	LATIN CAPITAL LETTER F
g	331588	U+0067	LATIN SMALL LETTER G
G	19576	U+0047	LATIN CAPITAL LETTER G
h	42237	U+0068	LATIN SMALL LETTER H
H	2239	U+0048	LATIN CAPITAL LETTER H
i	584301	U+0069	LATIN SMALL LETTER I
I	5234	U+0049	LATIN CAPITAL LETTER I
į	5394	U+012F	LATIN SMALL LETTER I WITH OGONEK
į	312	U+0069, U+0328	LATIN SMALL LETTER I, COMBINING OGONEK
j	446	U+006A	LATIN SMALL LETTER J
J	11255	U+004A	LATIN CAPITAL LETTER J
k	32370	U+006B	LATIN SMALL LETTER K
K	2297	U+004B	LATIN CAPITAL LETTER K
l	276302	U+006C	LATIN SMALL LETTER L
L	1100	U+004C	LATIN CAPITAL LETTER L
m	221705	U+006D	LATIN SMALL LETTER M
M	8931	U+004D	LATIN CAPITAL LETTER M
n	173311	U+006E	LATIN SMALL LETTER N
N	4536	U+004E	LATIN CAPITAL LETTER N
o	486292	U+006F	LATIN SMALL LETTER O
O	743	U+004F	LATIN CAPITAL LETTER O
ǫ	7386	U+01EB	LATIN SMALL LETTER O WITH OGONEK
ǫ	409	U+006F, U+0328	LATIN SMALL LETTER O, COMBINING OGONEK
p	88741	U+0070	LATIN SMALL LETTER P
P	2288	U+0050	LATIN CAPITAL LETTER P
r	18645	U+0072	LATIN SMALL LETTER R
R	796	U+0052	LATIN CAPITAL LETTER R
s	167412	U+0073	LATIN SMALL LETTER S
S	5458	U+0053	LATIN CAPITAL LETTER S
t	242741	U+0074	LATIN SMALL LETTER T
T	50500	U+0054	LATIN CAPITAL LETTER T
u	224292	U+0075	LATIN SMALL LETTER U
U	391	U+0055	LATIN CAPITAL LETTER U
ų	4482	U+0173	LATIN SMALL LETTER U WITH OGONEK
ų	384	U+0075, U+0328	LATIN SMALL LETTER U, COMBINING OGONEK
v	3352	U+0076	LATIN SMALL LETTER V
V	16	U+0056	LATIN CAPITAL LETTER V
w	133013	U+0077	LATIN SMALL LETTER W
W	387	U+0057	LATIN CAPITAL LETTER W
y	47846	U+0079	LATIN SMALL LETTER Y
Y	590	U+0059	LATIN CAPITAL LETTER Y
