Grapheme	GraphFrequency	WordFrequency	Difference
(	6	6	0
)	6	6	0
,	14494	14494	0
.	9616	9616	0
:	2496	2496	0
;	620	620	0
?	1053	1053	0
Õ	1	1	0
Ã	50	14	36
ü	106	30	76
I	965	801	164
Î	647	98	549
A	900	178	722
ë	865	2	863
î	3330	304	3026
ã	3569	5	3564
õ	3676	75	3601
u	15176	1	15175
ø	16862	9	16853
i	24868	5472	19396
e	37677	85	37592
a	91517	4454	87063
