Grapheme	GraphFrequency	WordFrequency	Difference
(	454	454	0
)	454	454	0
.	14945	14945	0
x	1	1	0
8	16	9	7
9	18	10	8
7	97	88	9
6	25	15	10
3	28	9	19
5	56	25	31
4	56	3	53
,	2362	2296	66
2	114	2	112
1	159	2	157
I	627	149	478
O	852	5	847
E	2592	43	2549
A	5752	40	5712
i	91484	1526	89958
o	135759	37	135722
e	175321	298	175023
a	199605	250	199355
