Grapheme	GraphFrequency	WordFrequency	Difference
!	675	675	0
'	54	54	0
(	97	97	0
)	97	97	0
,	18028	18028	0
.	22769	22769	0
:	2591	2591	0
;	1225	1225	0
?	514	514	0
[	21	21	0
]	21	21	0
{	25	25	0
}	25	25	0
—	4599	4599	0
‘	172	172	0
’	168	168	0
“	2045	2045	0
”	2000	2000	0
Z	56	3	53
A	5441	3	5438
e	119859	44	119815
