Grapheme	GraphFrequency	WordFrequency	Difference
!	503	503	0
(	97	97	0
)	97	97	0
,	12877	12877	0
.	10943	10943	0
:	2492	2492	0
;	25	25	0
?	1006	1006	0
}	3	3	0
»	1789	1789	0
‹	362	362	0
›	362	362	0
«	1789	1788	1
E	36	6	30
_	550	278	272
I	4054	1017	3037
A	5363	1411	3952
i	49562	3922	45640
a	162676	4927	157749
