Grapheme	GraphFrequency	WordFrequency	Difference
!	17	17	0
(	11	11	0
)	11	11	0
,	16008	16008	0
.	19393	19393	0
:	2210	2210	0
;	39	39	0
?	980	980	0
¡	17	17	0
¿	980	980	0
―	1906	1906	0
’	1022	1022	0
“	588	588	0
”	539	539	0
U	23	11	12
I	496	6	490
o	6820	14	6806
A	10880	24	10856
í	18265	1	18264
á	32433	410	32023
ɨ	57312	1	57311
i	98141	1395	96746
u	108342	1140	107202
j	110857	3	110854
'	157933	4	157929
a	254514	2	254512
