Grapheme	GraphFrequency	WordFrequency	Difference
!	966	966	0
(	99	99	0
)	99	99	0
.	8071	8071	0
:	153	153	0
;	637	637	0
?	1028	1028	0
—	1267	1267	0
‘	446	446	0
“	2252	2252	0
”	1949	1949	0
…	3	3	0
,	13033	13016	17
-	374	1	373
O	463	55	408
I	2953	2121	832
’	1655	450	1205
A	2033	76	1957
Y	2100	1	2099
a	54075	2084	51991
