Grapheme	GraphFrequency	WordFrequency	Difference
*	420	420	0
[	2578	2578	0
]	2578	2578	0
׃	23216	23216	0
־	42593	42572	21
פ	365	1	364
ס	3096	1980	1116
ף	3738	1180	2558
ק	3743	2	3741
ן	15250	9	15241
ַ	NA	1	NA
