Grapheme	GraphFrequency	WordFrequency	Difference
!	2559	2559	0
(	603	603	0
)	602	602	0
:	1832	1832	0
;	72	72	0
?	768	768	0
Ã	14	14	0
ã	96	96	0
‘	798	798	0
’	790	790	0
“	2263	2263	0
”	2061	2061	0
.	16731	16729	2
8	17	9	8
9	14	6	8
7	103	88	15
6	30	10	20
5	29	2	27
3	43	10	33
4	65	1	64
,	34570	34487	83
2	135	2	133
1	166	5	161
O	810	599	211
E	1952	13	1939
K	2487	38	2449
á	5370	7	5363
A	8443	777	7666
o	102436	354	102082
i	113363	2	113361
e	145346	253	145093
a	207276	2443	204833
