Grapheme	GraphFrequency	WordFrequency	Difference
(	32	32	0
)	32	32	0
,	36237	36237	0
.	23818	23818	0
:	2305	2305	0
;	4	4	0
?	1292	1292	0
[	21	21	0
]	22	22	0
w	21610	99	21511
i	112715	12	112703
