Grapheme	Frequency	Codepoint	UnicodeName
 	155126	U+0020	SPACE
-	16	U+002D	HYPHEN-MINUS
,	11071	U+002C	COMMA
!	168	U+0021	EXCLAMATION MARK
?	1035	U+003F	QUESTION MARK
.	12037	U+002E	FULL STOP
‘	458	U+2018	LEFT SINGLE QUOTATION MARK
’	458	U+2019	RIGHT SINGLE QUOTATION MARK
“	1894	U+201C	LEFT DOUBLE QUOTATION MARK
”	1882	U+201D	RIGHT DOUBLE QUOTATION MARK
(	28	U+0028	LEFT PARENTHESIS
)	28	U+0029	RIGHT PARENTHESIS
[	91	U+005B	LEFT SQUARE BRACKET
]	91	U+005D	RIGHT SQUARE BRACKET
「	4	U+300C	LEFT CORNER BRACKET
」	4	U+300D	RIGHT CORNER BRACKET
【	4	U+3010	LEFT BLACK LENTICULAR BRACKET
】	4	U+3011	RIGHT BLACK LENTICULAR BRACKET
가	7462	U+AC00	HANGUL SYLLABLE GA
각	402	U+AC01	HANGUL SYLLABLE GAG
간	274	U+AC04	HANGUL SYLLABLE GAN
갇	35	U+AC07	HANGUL SYLLABLE GAD
갈	228	U+AC08	HANGUL SYLLABLE GAL
감	187	U+AC10	HANGUL SYLLABLE GAM
갑	45	U+AC11	HANGUL SYLLABLE GAB
값	26	U+AC12	HANGUL SYLLABLE GABS
갓	7	U+AC13	HANGUL SYLLABLE GAS
갔	252	U+AC14	HANGUL SYLLABLE GASS
강	88	U+AC15	HANGUL SYLLABLE GANG
갖	75	U+AC16	HANGUL SYLLABLE GAJ
갗	1	U+AC17	HANGUL SYLLABLE GAC
같	545	U+AC19	HANGUL SYLLABLE GAT
갚	43	U+AC1A	HANGUL SYLLABLE GAP
개	178	U+AC1C	HANGUL SYLLABLE GAE
객	2	U+AC1D	HANGUL SYLLABLE GAEG
갯	2	U+AC2F	HANGUL SYLLABLE GAES
갸	1	U+AC38	HANGUL SYLLABLE GYA
걀	1	U+AC40	HANGUL SYLLABLE GYAL
거	1007	U+AC70	HANGUL SYLLABLE GEO
걱	22	U+AC71	HANGUL SYLLABLE GEOG
건	169	U+AC74	HANGUL SYLLABLE GEON
걷	21	U+AC77	HANGUL SYLLABLE GEOD
걸	122	U+AC78	HANGUL SYLLABLE GEOL
검	11	U+AC80	HANGUL SYLLABLE GEOM
겁	19	U+AC81	HANGUL SYLLABLE GEOB
것	4574	U+AC83	HANGUL SYLLABLE GEOS
겅	2	U+AC85	HANGUL SYLLABLE GEONG
겉	36	U+AC89	HANGUL SYLLABLE GEOT
게	5746	U+AC8C	HANGUL SYLLABLE GE
겐	2	U+AC90	HANGUL SYLLABLE GEN
겔	2	U+AC94	HANGUL SYLLABLE GEL
겜	2	U+AC9C	HANGUL SYLLABLE GEM
겟	3	U+AC9F	HANGUL SYLLABLE GES
겠	521	U+ACA0	HANGUL SYLLABLE GESS
겨	252	U+ACA8	HANGUL SYLLABLE GYEO
격	69	U+ACA9	HANGUL SYLLABLE GYEOG
겪	33	U+ACAA	HANGUL SYLLABLE GYEOGG
견	44	U+ACAC	HANGUL SYLLABLE GYEON
결	124	U+ACB0	HANGUL SYLLABLE GYEOL
겸	11	U+ACB8	HANGUL SYLLABLE GYEOM
겹	3	U+ACB9	HANGUL SYLLABLE GYEOB
겼	49	U+ACBC	HANGUL SYLLABLE GYEOSS
경	342	U+ACBD	HANGUL SYLLABLE GYEONG
곁	47	U+ACC1	HANGUL SYLLABLE GYEOT
계	457	U+ACC4	HANGUL SYLLABLE GYE
고	6989	U+ACE0	HANGUL SYLLABLE GO
곡	24	U+ACE1	HANGUL SYLLABLE GOG
곤	12	U+ACE4	HANGUL SYLLABLE GON
곧	320	U+ACE7	HANGUL SYLLABLE GOD
골	32	U+ACE8	HANGUL SYLLABLE GOL
곰	5	U+ACF0	HANGUL SYLLABLE GOM
곱	121	U+ACF1	HANGUL SYLLABLE GOB
곳	200	U+ACF3	HANGUL SYLLABLE GOS
공	91	U+ACF5	HANGUL SYLLABLE GONG
과	1856	U+ACFC	HANGUL SYLLABLE GWA
곽	1	U+ACFD	HANGUL SYLLABLE GWAG
관	202	U+AD00	HANGUL SYLLABLE GWAN
광	285	U+AD11	HANGUL SYLLABLE GWANG
괜	2	U+AD1C	HANGUL SYLLABLE GWAEN
괴	45	U+AD34	HANGUL SYLLABLE GOE
