Grapheme	GraphFrequency	WordFrequency	Difference
!	45	45	0
(	166	166	0
)	166	166	0
,	17612	17612	0
.	6994	6994	0
:	3740	3740	0
;	148	148	0
?	999	999	0
Y	4	4	0
[	1099	1099	0
]	1098	1098	0
ô	83	22	61
à	3809	3180	629
O	734	23	711
A	1642	51	1591
S	1955	12	1943
J	2149	1	2148
-	2419	15	2404
y	3962	340	3622
'	9090	21	9069
c	21951	2	21949
d	23688	3	23685
l	40884	5	40879
a	50170	1040	49130
n	55357	1	55356
s	72235	1	72234
e	127415	1	127414
