Grapheme	GraphFrequency	WordFrequency	Difference
!	933	933	0
(	55	55	0
)	55	55	0
,	14587	14587	0
.	14154	14154	0
:	54	54	0
?	954	954	0
[	16	16	0
]	21	21	0
‘	368	368	0
’	358	358	0
“	1956	1956	0
”	1751	1751	0
E	2137	1350	787
O	981	7	974
A	5456	3131	2325
a	102055	1620	100435
e	127795	5660	122135
