Grapheme	GraphFrequency	WordFrequency	Difference
!	888	888	0
(	58	58	0
)	58	58	0
.	12937	12937	0
?	1064	1064	0
‘	432	432	0
’	408	408	0
“	2361	2361	0
”	1929	1929	0
,	13359	13347	12
-	9091	58	9033
