Grapheme	Frequency	Codepoint	UnicodeName
 	156181	U+0020	SPACE
-	2896	U+002D	HYPHEN-MINUS
—	2263	U+2014	EM DASH
,	11094	U+002C	COMMA
;	232	U+003B	SEMICOLON
:	1948	U+003A	COLON
!	913	U+0021	EXCLAMATION MARK
?	1044	U+003F	QUESTION MARK
.	10816	U+002E	FULL STOP
“	403	U+201C	LEFT DOUBLE QUOTATION MARK
„	404	U+201E	DOUBLE LOW-9 QUOTATION MARK
«	1906	U+00AB	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
»	1905	U+00BB	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
(	19	U+0028	LEFT PARENTHESIS
)	19	U+0029	RIGHT PARENTHESIS
а	83957	U+0430	CYRILLIC SMALL LETTER A
А	1582	U+0410	CYRILLIC CAPITAL LETTER A
ӑ	48614	U+04D1	CYRILLIC SMALL LETTER A WITH BREVE
Ӑ	514	U+04D0	CYRILLIC CAPITAL LETTER A WITH BREVE
б	30	U+0431	CYRILLIC SMALL LETTER BE
в	16075	U+0432	CYRILLIC SMALL LETTER VE
В	2208	U+0412	CYRILLIC CAPITAL LETTER VE
г	510	U+0433	CYRILLIC SMALL LETTER GHE
Г	122	U+0413	CYRILLIC CAPITAL LETTER GHE
д	1008	U+0434	CYRILLIC SMALL LETTER DE
Д	103	U+0414	CYRILLIC CAPITAL LETTER DE
е	56921	U+0435	CYRILLIC SMALL LETTER IE
Е	239	U+0415	CYRILLIC CAPITAL LETTER IE
ӗ	42147	U+04D7	CYRILLIC SMALL LETTER IE WITH BREVE
Ӗ	240	U+04D6	CYRILLIC CAPITAL LETTER IE WITH BREVE
ж	9	U+0436	CYRILLIC SMALL LETTER ZHE
з	182	U+0437	CYRILLIC SMALL LETTER ZE
З	47	U+0417	CYRILLIC CAPITAL LETTER ZE
и	29258	U+0438	CYRILLIC SMALL LETTER I
И	2908	U+0418	CYRILLIC CAPITAL LETTER I
й	7395	U+0439	CYRILLIC SMALL LETTER SHORT I
Й	23	U+0419	CYRILLIC CAPITAL LETTER SHORT I
к	21988	U+043A	CYRILLIC SMALL LETTER KA
К	922	U+041A	CYRILLIC CAPITAL LETTER KA
л	38387	U+043B	CYRILLIC SMALL LETTER EL
Л	167	U+041B	CYRILLIC CAPITAL LETTER EL
м	23400	U+043C	CYRILLIC SMALL LETTER EM
М	1635	U+041C	CYRILLIC CAPITAL LETTER EM
н	70283	U+043D	CYRILLIC SMALL LETTER EN
Н	130	U+041D	CYRILLIC CAPITAL LETTER EN
о	3007	U+043E	CYRILLIC SMALL LETTER O
О	19	U+041E	CYRILLIC CAPITAL LETTER O
п	29927	U+043F	CYRILLIC SMALL LETTER PE
П	1521	U+041F	CYRILLIC CAPITAL LETTER PE
р	49389	U+0440	CYRILLIC SMALL LETTER ER
Р	77	U+0420	CYRILLIC CAPITAL LETTER ER
с	38481	U+0441	CYRILLIC SMALL LETTER ES
С	1496	U+0421	CYRILLIC CAPITAL LETTER ES
ҫ	19637	U+04AB	CYRILLIC SMALL LETTER ES WITH DESCENDER
Ҫ	2320	U+04AA	CYRILLIC CAPITAL LETTER ES WITH DESCENDER
т	44825	U+0442	CYRILLIC SMALL LETTER TE
Т	3071	U+0422	CYRILLIC CAPITAL LETTER TE
у	28515	U+0443	CYRILLIC SMALL LETTER U
У	1169	U+0423	CYRILLIC CAPITAL LETTER U
ӳ	2924	U+04F3	CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE
Ӳ	65	U+04F2	CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE
ф	452	U+0444	CYRILLIC SMALL LETTER EF
Ф	145	U+0424	CYRILLIC CAPITAL LETTER EF
х	21251	U+0445	CYRILLIC SMALL LETTER HA
Х	2805	U+0425	CYRILLIC CAPITAL LETTER HA
ц	8	U+0446	CYRILLIC SMALL LETTER TSE
ч	11217	U+0447	CYRILLIC SMALL LETTER CHE
Ч	302	U+0427	CYRILLIC CAPITAL LETTER CHE
ш	9088	U+0448	CYRILLIC SMALL LETTER SHA
Ш	69	U+0428	CYRILLIC CAPITAL LETTER SHA
щ	175	U+0449	CYRILLIC SMALL LETTER SHCHA
ы	8024	U+044B	CYRILLIC SMALL LETTER YERU
Ы	474	U+042B	CYRILLIC CAPITAL LETTER YERU
ь	1353	U+044C	CYRILLIC SMALL LETTER SOFT SIGN
э	1907	U+044D	CYRILLIC SMALL LETTER E
Э	2073	U+042D	CYRILLIC CAPITAL LETTER E
ю	971	U+044E	CYRILLIC SMALL LETTER YU
Ю	97	U+042E	CYRILLIC CAPITAL LETTER YU
я	2551	U+044F	CYRILLIC SMALL LETTER YA
Я	37	U+042F	CYRILLIC CAPITAL LETTER YA
