Grapheme	GraphFrequency	WordFrequency	Difference
!	622	622	0
(	54	54	0
)	54	54	0
.	18101	18101	0
:	1980	1980	0
;	12	12	0
?	1055	1055	0
‘	401	401	0
’	348	348	0
“	2284	2284	0
”	1979	1979	0
7	93	85	8
8	16	8	8
9	12	3	9
6	27	12	15
3	27	8	19
5	33	5	28
4	57	9	48
,	16843	16783	60
2	105	9	96
1	166	2	164
O	333	5	328
I	625	44	581
P	1135	1	1134
Y	2082	1	2081
A	2612	1	2611
l	3210	1	3209
m	25701	2	25699
y	42265	3	42262
o	61049	81	60968
i	149423	1148	148275
a	176954	96	176858
