Grapheme	GraphFrequency	WordFrequency	Difference
!	53	53	0
(	118	118	0
)	118	118	0
.	32735	32735	0
:	2166	2166	0
;	783	783	0
?	631	631	0
[	1	1	0
]	1	1	0
¡	53	53	0
¿	631	631	0
—	1746	1746	0
‘	338	338	0
’	338	338	0
“	727	727	0
”	1050	1050	0
,	14582	14570	12
y	38093	29	38064
