Grapheme	Frequency	Codepoint	UnicodeName
 	1032003	U+0020	SPACE
-	774	U+002D	HYPHEN-MINUS
—	3121	U+2014	EM DASH
,	74327	U+002C	COMMA
;	11045	U+003B	SEMICOLON
:	16069	U+003A	COLON
!	8399	U+0021	EXCLAMATION MARK
?	3219	U+003F	QUESTION MARK
.	24619	U+002E	FULL STOP
…	9	U+2026	HORIZONTAL ELLIPSIS
’	440	U+2019	RIGHT SINGLE QUOTATION MARK
‹	1667	U+2039	SINGLE LEFT-POINTING ANGLE QUOTATION MARK
›	1681	U+203A	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
«	7029	U+00AB	LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
»	7009	U+00BB	RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
(	11640	U+0028	LEFT PARENTHESIS
)	11641	U+0029	RIGHT PARENTHESIS
[	196	U+005B	LEFT SQUARE BRACKET
]	196	U+005D	RIGHT SQUARE BRACKET
/	19	U+002F	SOLIDUS
=	2821	U+003D	EQUALS SIGN
0	1393	U+0030	DIGIT ZERO
1	377	U+0031	DIGIT ONE
2	349	U+0032	DIGIT TWO
3	195	U+0033	DIGIT THREE
4	182	U+0034	DIGIT FOUR
5	222	U+0035	DIGIT FIVE
6	155	U+0036	DIGIT SIX
7	146	U+0037	DIGIT SEVEN
8	103	U+0038	DIGIT EIGHT
9	52	U+0039	DIGIT NINE
a	234047	U+0061	LATIN SMALL LETTER A
A	14723	U+0041	LATIN CAPITAL LETTER A
ä	17258	U+00E4	LATIN SMALL LETTER A WITH DIAERESIS
Ä	1159	U+00C4	LATIN CAPITAL LETTER A WITH DIAERESIS
b	75706	U+0062	LATIN SMALL LETTER B
B	12504	U+0042	LATIN CAPITAL LETTER B
c	112491	U+0063	LATIN SMALL LETTER C
C	941	U+0043	LATIN CAPITAL LETTER C
d	247663	U+0064	LATIN SMALL LETTER D
D	15113	U+0044	LATIN CAPITAL LETTER D
e	728994	U+0065	LATIN SMALL LETTER E
E	18045	U+0045	LATIN CAPITAL LETTER E
ë	1	U+00EB	LATIN SMALL LETTER E WITH DIAERESIS
f	53192	U+0066	LATIN SMALL LETTER F
F	9197	U+0046	LATIN CAPITAL LETTER F
g	110609	U+0067	LATIN SMALL LETTER G
G	20893	U+0047	LATIN CAPITAL LETTER G
h	211631	U+0068	LATIN SMALL LETTER H
H	23526	U+0048	LATIN CAPITAL LETTER H
i	320175	U+0069	LATIN SMALL LETTER I
I	5894	U+0049	LATIN CAPITAL LETTER I
j	6895	U+006A	LATIN SMALL LETTER J
J	9433	U+004A	LATIN CAPITAL LETTER J
k	31663	U+006B	LATIN SMALL LETTER K
K	10154	U+004B	LATIN CAPITAL LETTER K
l	137579	U+006C	LATIN SMALL LETTER L
L	9612	U+004C	LATIN CAPITAL LETTER L
m	106460	U+006D	LATIN SMALL LETTER M
M	11664	U+004D	LATIN CAPITAL LETTER M
n	447888	U+006E	LATIN SMALL LETTER N
N	8811	U+004E	LATIN CAPITAL LETTER N
o	106512	U+006F	LATIN SMALL LETTER O
O	2668	U+004F	LATIN CAPITAL LETTER O
ö	15513	U+00F6	LATIN SMALL LETTER O WITH DIAERESIS
Ö	287	U+00D6	LATIN CAPITAL LETTER O WITH DIAERESIS
p	15502	U+0070	LATIN SMALL LETTER P
P	5099	U+0050	LATIN CAPITAL LETTER P
q	106	U+0071	LATIN SMALL LETTER Q
Q	132	U+0051	LATIN CAPITAL LETTER Q
r	296665	U+0072	LATIN SMALL LETTER R
R	19167	U+0052	LATIN CAPITAL LETTER R
s	238542	U+0073	LATIN SMALL LETTER S
S	26272	U+0053	LATIN CAPITAL LETTER S
ß	15390	U+00DF	LATIN SMALL LETTER SHARP S
t	234279	U+0074	LATIN SMALL LETTER T
T	9381	U+0054	LATIN CAPITAL LETTER T
u	165685	U+0075	LATIN SMALL LETTER U
U	3405	U+0055	LATIN CAPITAL LETTER U
ü	26599	U+00FC	LATIN SMALL LETTER U WITH DIAERESIS
Ü	499	U+00DC	LATIN CAPITAL LETTER U WITH DIAERESIS
v	28605	U+0076	LATIN SMALL LETTER V
V	9671	U+0056	LATIN CAPITAL LETTER V
w	56113	U+0077	LATIN SMALL LETTER W
W	14535	U+0057	LATIN CAPITAL LETTER W
x	97	U+0078	LATIN SMALL LETTER X
X	5	U+0058	LATIN CAPITAL LETTER X
y	1958	U+0079	LATIN SMALL LETTER Y
Y	12	U+0059	LATIN CAPITAL LETTER Y
z	41300	U+007A	LATIN SMALL LETTER Z
Z	5081	U+005A	LATIN CAPITAL LETTER Z
