40002002	ኢየሱስም በይሁዳ ቤተ ልሔም በንጉሡ በሄሮድስ ዘመን በተወለደ ጊዜ፥ እነሆ፥ ሰብአ ሰገል። የተወለደው የአይሁድ ንጉሥ ወዴት ነው? ኮከቡን በምሥራቅ አይተን ልንሰግድለት መጥተናልና እያሉ ከምሥራቅ ወደ ኢየሩሳሌም መጡ።
40002006	እነርሱም። አንቺ ቤተ ልሔም፥ የይሁዳ ምድር፥ ከይሁዳ ገዢዎች ከቶ አታንሽም፤ ሕዝቤን እስራኤልን የሚጠብቅ መስፍን ከአንቺ ይወጣልና ተብሎ በነቢይ እንዲህ ተጽፎአልና በይሁዳ ቤተ ልሔም ነው አሉት።
40002015	እርሱም ተነሥቶ ሕፃኑንና እናቱን በሌሊት ያዘና ከጌታ ዘንድ በነቢይ። ልጄን ከግብፅ ጠራሁት የተባለው እንዲፈጸም ወደ ግብፅ ሄደ፥ ሄሮድስም እስኪሞት ድረስ በዚያ ኖረ።
40002018	ያን ጊዜ በነቢዩ በኤርምያስ፥ ድምፅ በራማ ተሰማ፥ ልቅሶና ብዙ ዋይታ፤ ራሔል ስለ ልጆችዋ አለቀሰች፥ መጽናናትም አልወደደችም፥ የሉምና የተባለው ተፈጸመ።
40003002	
40004015	
40004016	
40005045	እኔ ግን እላችኋለሁ፥ በሰማያት ላለ አባታችሁ ልጆች ትሆኑ ዘንድ ጠላቶቻችሁን ውደዱ፥ የሚረግሙአችሁንም መርቁ፥ ለሚጠሉአችሁም መልካም አድርጉ፥ ስለሚያሳድዱአችሁም ጸልዩ፤ እርሱ በክፎዎችና በበጎዎች ላይ ፀሐይን ያወጣልና፥ በጻድቃንና በኃጢአተኞችም ላይ ዝናቡን ያዘንባልና። 
40006004	
40006018	
40007002	
40008017	
40012004	
40012017	
40013035	
40020012	
40021005	
40022032	
40022042	
40022044	
40028020	
41001003	
41001015	
41004004	
41004012	
41009031	
41009048	
41012011	
41012039	
41014058	
41015041	
42001002	
42001003	
42001004	
42001025	
42001055	
42001070	
42001073	
42001075	
42002005	
42002023	
42002024	
42002031	
42002035	
42003004	
42003005	
42003006	
42004010	
42004011	
42004018	
42004019	
42006004	
42009022	
42011054	
42019002	
42020031	
42020043	
42022030	
42023029	
42024007	
42024009	
42024034	
43001025	
43001039	እነርሱም። ረቢ፥ ወዴት ትኖራለህ? አሉት፤ ትርጓሜው መምህር ሆይ ማለት ነው። 
43002025	
43003015	
43004003	
43005023	
43005029	
43005042	
43010015	
43012015	
43012038	
43012040	
43014016	
43016010	
43017002	
43017021	
43017023	
44001002	
44001022	
44001025	
44002035	
44003020	
44004006	
44004028	
44004030	
44005023	
44007018	
44007032	
44007049	
44007050	
44007053	
44010035	
44013039	
44013041	
44014022	
44015017	
44015026	
44015029	
44017020	
44017027	
44018010	
44020019	
44020021	
44020030	
44021028	
44024003	
44024021	
44026003	
44026018	
44026023	
45001002	
45001004	
45001010	
45001021	
45002020	
45003018	
45003030	
45004017	
45004021	
45004025	
45005004	
45005021	
45006008	
45006018	
45008004	
45009002	
45009023	
45009028	
45009033	
45011014	
45015006	
45015009	
45015016	
45015019	
45015032	
45016026	
46001006	
46001015	
46001031	
46002005	
46003020	
46005004	
46006020	
46007011	
46009004	
46010033	
46011015	
46012025	
46015052	
47001011	
47001014	
47004018	
47005007	
47006018	
47009009	
47010016	
47010018	
47013003	
48001002	
48001016	
48005010	
49001019	
49001021	
49002002	
49002007	
49002015	
49003006	
49003009	
49003015	
49003017	
49003019	
49004013	
49005010	
49005026	
49005030	
49006003	
49006015	
50001004	
50001005	
50001010	
50001011	
50001026	
50002015	
50003009	
50003011	
51001004	
51001005	
51001011
51001014
51001016
51001020
51001022
51002021
51004009
51004011
52001003
52001010
52002012
52003010
52003013
52004005
52004011
52004012
52005013
52005018
52005021
53001007
53001010
53001012
53002002
53002010
53002012
53002017
53003002
54001004
54001007
54001010
54001011
54002002
54002004
54002010
54004002
54004012
54005002
54006005
54006019
55001011
55002026
55003007
55003017
56001002
56001014
56002005
56002008
56002010
56002013
56003002
56003007
56003011
57001005
57001011
58002012
58002015
58003009
58005010
58006002
58006012
58006014
58006018
58007016
58007019
58007021
58009010
58009020
58010016
58010020
58010033
58011018
58011026
58011040
58012002
58012006
58013002
59001003
59001008
59001010
60001002
60001004
60001005
60001007
60001009
60001016
60001019
60001021
60002003
60003002
60004002
61001003
61002008
61002010
61003002
61003012
62002016
62003020
63001002
65001015
66001005
66002027
66004011
66005010
66012008
66015004
66018016
66018017
66019002
66019018
66021011
